FREQ,Frequency,BORROWERS_CTY,Borrowers' country,TC_BORROWERS,Borrowing sector,TC_LENDERS,Lending sector,VALUATION,Valuation method,UNIT_TYPE,Unit type,TC_ADJUST,Adjustment,COLLECTION,Collection Indicator,DECIMALS,Decimals,UNIT_MULT,Unit Multiplier,UNIT_MEASURE,Unit of measure,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,OBS_PRE_BREAK,OBS_CONF,Observation confidentiality
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q2,163.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q3,162.1,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q4,161.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q1,162.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q2,164.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q3,164.1,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q4,164.0,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q1,163.5,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q2,165.1,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q3,163.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q4,164.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q1,165.1,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q2,175.5,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q3,178.7,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q4,181.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q1,182.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q2,176.0,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q3,176.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q4,174.7,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q1,170.5,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q2,164.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q3,156.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q4,154.1,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q1,153.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q2,155.7,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q3,157.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q4,159.0,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q1,158.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q2,157.6,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q3,155.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q4,156.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q1,156.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q2,157.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q3,158.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q4,158.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q1,69.6,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q2,69.5,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q3,69.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q4,69.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q1,67.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q2,67.0,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q3,66.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q4,66.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q1,66.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q2,67.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q3,67.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q4,68.0,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q1,67.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q2,67.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q3,67.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q4,68.1,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q1,67.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q2,71.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q3,74.5,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q4,76.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q1,76.6,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q2,73.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q3,73.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q4,72.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q1,71.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q2,69.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q3,67.1,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q4,66.6,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q1,66.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q2,67.3,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q3,68.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q4,69.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q1,69.5,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q2,69.1,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q3,69.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q4,69.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q1,69.5,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q2,69.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q3,69.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q4,69.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q1,93.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q2,92.7,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q3,94.6,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q4,97.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q1,96.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q2,96.9,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q3,95.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q4,95.7,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q1,96.6,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q2,97.0,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q3,96.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q4,96.0,A,Normal value,,F,Free
